STRO,DENUNCIA,TR_SERIE,TR_NRO_DENUNCIA,NRO_STRO,ANIO_STRO,TR_MARCA,TATMP_NU_ANNIO,TR_MODELO,TR_ANIO,TIPO_VEH,COLOR,TR_DANIOS,EMPRESA
11054/2021,M353577,M,353.577,11.054,2.021,CHEVROLET,2.021,N4PPRISMA NUEVO,2.018,AUTO,,"PARAGOLPE DELANTERO,GUARD.DEL IZQUIERDO,PUERTA TRASERA IZQ.,GUARD TRASERO IZQ. DEMAS DA?OS A CORROBORRAR",CARS
12824/2021,M353573,M,353.573,12.824,2.021,VOLKSWAGEN,2.021,NGOL V 1.6 POWE,2.012,AUTO,GRIS,"*CAPOT,PARAGOLPE DELANTERO,PUERTA DEL DERECHA, PARABRISA,CARETA DELANTERA, GUARD. DEL DERECHO, OPTICOS DELANTEROS DER E IZQ.,GUARD DEL IZQ.,PERDIDA DEFLUIDOS DA?OS MECANICOS, DEMAS DA?OS A CORROBORRAR",CARS
11507/2021,M338089,M,338.089,11.507,2.021,HONDA,2.021,NCIVIC NEW EXS,2.017,AUTO,,PARAGOLPE TRASERO,CARS
12074/2021,M338087,M,338.087,12.074,2.021,SUZUKI,2.021,NCELERIO NEW 1.,2.020,AUTO,ROJO,"PARAGOLPE TRASERO  , GUARDABARRO TRASERO IZQUIERDO",CARS
11259/2021,M354556,M,354.556,11.259,2.021,BYD,2.021,N4PF0 NEW 1.0 G,2.016,AUTO,BLANCO,ENVOLVENTE DELANTERO.  CARETA.,CARS
11894/2021,M354930,M,354.930,11.894,2.021,GWM    GREAT WA,2.021,N4PVOLEEX C10 E,2.011,AUTO,CELESTE,PARAGOLPE TRASERO GUARDABARRO TRASERO IZQUIERDO PUERTA TRASERA IZQUIERDA Z?CALO IZQUIERDO A CORROBORAR TREN TRASERO,CARS
11417/2021,M355626,M,355.626,11.417,2.021,BYD,2.021,NF3 1.5 GLI FUL,2.015,AUTO,BLANCO,OPTICOS CARETA PARAGOLPE DELANTERO GUARDABARROS DELANTEROS BUCHE DELANTERO IZQUIERDO CAPOT,CARS
11753/2021,M355049,M,355.049,11.753,2.021,VOLKSWAGEN,2.021,N4PGOL V 1.6 PO,2.012,AUTO,VERDE,PARAGOLPE DEL .CARETA CAPO RADIADOR.,CARS
11345/2021,M355613,M,355.613,11.345,2.021,CHEVROLET,2.021,NPRISMA NUEVO 1,2.019,AUTO,,?PTICO IZQUIERDO PARAGOLPE DELANTERO GUARDABARRO DELANTERO IZQUIERDO CAPOT CARETA BUCHE DELANTERO IZQUIERDO  PUERTAS DELANTERA IZQUIERDA TREN DELANTERO RADIADOR A CONFIRMAR INTERNOS MEC?NICA Y DIRECCI?N,CARS
11540/2021,M354087,M,354.087,11.540,2.021,CHEVROLET,2.021,N2PSPARK 1.0 DI,2.010,AUTO,GRIS,PARAGOLOE DELANTERO CAPOT CARETA OPTICAS RADIADOR A CORROBORAR MECANICOS Y OTROS,CARS
11600/2021,M354923,M,354.923,11.600,2.021,KIA,2.021,NPICANTO ALL NE,2.019,AUTO,CELESTE,"AMBAS PUERTAS DERECHAS.ESPEJO DERECHO.LLANTA DERECHA DELANTERO,  AMBOS GUARDABARROS DERECHOS",CARS
12577/2021,M353085,M,353.085,12.577,2.021,RENAULT,2.021,N4PKWID 1.0 ZEN,2.019,AUTO,BORDEAUX,P.GOLPE Y PANEL TRASERO TAPA Y PISO BAUL CONF. INT BAUL,CARS
13136/2021,M349676,M,349.676,13.136,2.021,TOYOTA,2.021,N4PPRIUS NUEVO,2.019,AUTO,GRIS,"PARAGOLPE DELANTERO, CUBIERTAS IZQUIERDAS, GUARDABARRO DELANTERO DERECHO, PUERTA DELANTERA DERECHA, ESPEJO RETROVISOR DERECHO, LLANTA DELANTERA DERECHA, DEMAS DA?OS A CORROBORAR",CARS
11874/2021,M355416,M,355.416,11.874,2.021,VOLKSWAGEN,2.021,N2PSAVEIRO VI 1,2.014,AUTO,BCO,"PORTON TRASERO, PARAGOLPE, CAJA,PARAGOLPE DELANTERO, FRENTE, CAPOT, CARETA, OPTICAS, GUARDABARROS, RADIADOR Y OTROS A CONFIRMAR.",CARS
11390/2021,M353773,M,353.773,11.390,2.021,NISSAN,2.021,N4PVERSA NEW 1.,2.020,AUTO,GRIS,PARAGOLPE DELANTERO OPTICA DELANTERA DERECHA DEMAS A CORROBORAR,CARS
10962/2021,M292782,M,292.782,10.962,2.021,FIAT,2.021,NARGO DRIVE 1.3,2.018,AUTO,BLANCO,PARAGOLPE DELANTERO LADO IZQUIERDO,CARS
11074/2021,M354657,M,354.657,11.074,2.021,VOLKSWAGEN,2.021,N4PUP MOVE 1.0,2.017,AUTO,BLANCO,"PUERTA DELANTERA IZQUIERDA, ESPEJO RETROVISOR IZQUIERDO, PARANTE DELANTERO IZQUIERDO, GUARDABARRO DELANTERO IZQUIERDO, PARAGOLPE DELANTERO, DEMAS A CORROBORAR",CARS
11714/2021,M354814,M,354.814,11.714,2.021,BYD,2.021,N4PF0 1.0 GI GL,2.014,AUTO,NEGRO,"AMBOS PARAGOLPES,  AMBAS PUERTAS DERECHAS,  AMBOS GUARDABARROS DERECHOS.  ZOCALO DERECHO",CARS
11226/2021,M354498,M,354.498,11.226,2.021,CHEVROLET,2.021,N4PSONIC LTZ HA,2.012,AUTO,NEGRO,ENVOLVENTE DELANTERO.  ?PTICO DERECHO. GUARDABARRO DELANTERO DERECHO.  CAPOT.,CARS
10643/2021,M353742,M,353.742,10.643,2.021,SUZUKI,2.021,N4PDZIRE 1.2 GL,2.018,AUTO,BLANCO,AMBOS PARAGOLPES TAPA BAUL AMBOS SE?ALEROS TRASEROS AMBOS GUARDABARROS TRASEROS RUEDA TRASERA DERECHA OPTICA DELANTERA DERECHA CARETA CAPOT GUARDABARRO DELANTERO DERECHO DEMAS A CORROBORAR,CARS
10988/2021,M353549,M,353.549,10.988,2.021,PEUGEOT,2.021,N2P301 ACTIVE N,2.019,AUTO,GRIS,PORT?N TRASERO PARAGOLPES FAROLES LUZ AUX DE MATRICULA SENSORES DE MARCHA ATR?S CAPOT GUARDABARROS (4) CARETA INSIGNIA CAMINEROS ?PTICOS A CONFIRMAR INTERNOS MECANICA  Y RADIADOR,CARS
11384/2021,M353007,M,353.007,11.384,2.021,HYUNDAI,2.021,N4PI20 ACTIVE G,2.018,AUTO,NEGRO,P.GOLPE Y PANEL TRASERO TAPA BAUL CONF. INT BAUL,CARS
10764/2021,M354499,M,354.499,10.764,2.021,PEUGEOT,2.021,N4P301 ACTIVE N,2.017,AUTO,BLANCO,LATERAL TRASERO IZQUIERDO.  GUARDABARRO TRASERO IZQUIERDO.  PUERTAS IZQUIERDAS. ESPEJO IZQUIERDO.  PARANTE IZQUIERDO,CARS
12310/2021,M354526,M,354.526,12.310,2.021,BMW,2.021,N4P330E 2.0 IPE,2.018,AUTO,BLANCO,PARABRISAS. ENVOLVENTE DELANTERO. CARETA. CAPOT. GUARDABARRO DELANTERO DERECHO.  TREN DELNTERO. CUBIERTA Y LLANTA DELANTERA DERECHA.  AIBAGS. AIRBAGS LATERALES. A/CORROBORAR INTERIOR MECANICO Y DEMAS DA?OS,CARS
10984/2021,M353001,M,353.001,10.984,2.021,JAC,2.021,N4PJ2 1.0 LUXUR,2.015,AUTO,BCO,"PARAGOLPEDELANTERO,CAMINEROS, CONF DEMAA",CARS
12194/2021,M352974,M,352.974,12.194,2.021,FIAT,2.021,N4P500X CROSS P,2.018,AUTO,BLANCO,PARAGOLPE DELANTERO LADO DERECHO,CARS
10735/2021,M352554,M,352.554,10.735,2.021,SUZUKI,2.021,NALTO MARUTI 80,2.016,AUTO,BLANCO,"FRENTE, PARAGOLPE DELANTERO, CAPOT, AMBOS GUARDABARROS DELANTEROS,GUARDABARROS DELANTEROS CARETA RADIADOR PARABRISA PUERTA DELANTERA IZQUIERDA MANIJA DE PUERTA DELANTERA IZQUIERDA AMBOS AIRBAG",CARS
10759/2021,M354292,M,354.292,10.759,2.021,VOLKSWAGEN,2.021,NGOL VII 1.6 GP,2.018,AUTO,GRIS,PARAGOLPE DELANTERO CARETA,CARS
10544/2021,M354280,M,354.280,10.544,2.021,VOLKSWAGEN,2.021,NUP NUEVO MOVE,2.018,AUTO,GRIS,PARAGOLPE DELANTERO TASA DELANTERA  DERECHA CAMINERO DELANTERO DERECHO  BUCHE DELANTERO DERECHO  DEMAS A CONFIRMAR,CARS
10658/2021,M353731,M,353.731,10.658,2.021,VOLKSWAGEN,2.021,N4PUP NUEVO HIG,2.018,AUTO,BCO,PARAGOLPE DELANTERO CARETA CAPOT AMBAS OPTICAS AMBOS RADIADORES AMBOS AIRBAG DELANTEROS MECANICA Y DEMAS A CORROBORAR,CARS
11364/2021,M352940,M,352.940,11.364,2.021,GEELY,2.021,N4PLC (GC2) 1.0,2.016,AUTO,ROJO,"PARAGOLPE TRASERO, FAROL IZQUIERDO, LATERAL, GUARDABARRO, RUEDA,SUSPENSI?N Y DEMAS A CORROBORAR.",CARS
10417/2021,M351142,M,351.142,10.417,2.021,BYD,2.021,N4PF3 NEW 1.5 G,2.016,AUTO,GRIS,"PARAGOLPE TRASERO.LATERAL TRASERO IZQUIERDO.GUARDABARRO TRASERO IZQUIERDO.FAROL TRASERO IZQUIERDO. LLANTA TRASERA DERECHA  TAPA COMBUSTIBLE PASA RUEDAS, BUCHE PUERTA TRASERA IZQUIERDA TAPA BA?L CHASIS MECANICA EL?CTRICOS Y OTROS A CORROBORAR POR POSICION FINAL",CARS
11483/2021,M351137,M,351.137,11.483,2.021,SUZUKI,2.021,N4PIGNIS 1.2 16,2.017,AUTO,AZUL,"RUEDA DELANTERA IZQUIERDA,  GUARDABARRO TRASERO DERECHO, AMBAS PUERTAS DERECHAS,  BAGUETA INFERIOR  DERECHA Y PROTECTOR DE GUARDABARRO TRASERO DERECHO.",CARS
11097/2021,M353724,M,353.724,11.097,2.021,NISSAN,2.021,N4PNOTE SENSE 1,2.014,AUTO,NEGRO,CARETA CAPOT PARAGOLPE DELANTERO AMBOS GUARDABARROS DELANTEROS AMBAS OPTICAS DELANTERAS AMBOS RADIADORES AMBOS AIRBAG DELANTEROS PARABRISA DELANTERO MECANICA Y DEMAS A CORROBORAR,CARS
11095/2021,M351135,M,351.135,11.095,2.021,CITROEN,2.021,N4PC3,2.021,AUTO,GRIS,"PARAGOLPE DELANTERO,  GUARDABARRO DELANTERO IZQUIERDO,  OPTICA DELANTERA IZQUIERDA, ESPOL?N Y DEMAS A CORROBORAR",CARS
10431/2021,M354016,M,354.016,10.431,2.021,SUZUKI,2.021,NSWIFT 1.2 GL F,2.015,AUTO,GRIS,PARAGOLPE DELANTERO GUARDABARRO Y AMBAS PUERTAS DERECHAS RUEDA DELANTERA DERECHA A CORROBORAR MECANICOS Y OTROS,CARS
10447/2021,M354007,M,354.007,10.447,2.021,CHEVROLET,2.021,NONIX,2.020,AUTO,GRIS,GUARDA DEL DERECHO TREN DELANTERO AMBAS PUERTAS DERECHAS PARAGOLOE DELANTERO,CARS
11399/2021,M353764,M,353.764,11.399,2.021,CHEVROLET,2.021,N4PONIX NUEVO 1,2.018,AUTO,,GUARDABARRO DELANTERO IZQUIERDO PARAGOLPE DELANTERO OPTICA DELANTERA IZQUIERDA DEMAS A CORROBORAR,CARS
11937/2021,M349653,M,349.653,11.937,2.021,HONDA,2.021,N4PFIT LX 1.4I,2.014,AUTO,GRIS,"PUERTA TRASERA DERECHA, ZOCALO DERECHO, PUERTA DELANTERA DERECHA, DEM?S DA?OS A CORROBORAR",CARS
11254/2021,M292784,M,292.784,11.254,2.021,FIAT,2.021,N4PUNO EVO WAY,2.016,AUTO,AZUL,PUERTA TRASERA BAUL LADO DERCHO PARAGOLP DERECHO TRASERO PLASTICO GUARDABARRO,CARS
10558/2021,M352931,M,352.931,10.558,2.021,PEUGEOT,2.021,N4P207 COMPACT,2.011,AUTO,,PARAGOLPE TRASERO.,CARS
11403/2021,M351128,M,351.128,11.403,2.021,SUZUKI ALTO,2.021,N4P,2.020,AUTO,VERDE,"PUERTA DE BAUL, PARAGOLPE TRASERO.",CARS
11051/2021,M352750,M,352.750,11.051,2.021,HYUNDAI,2.021,N4PI 10 GL (11,2.010,AUTO,BEIGE,"TECHO , GUARDABARROS IZQUIERDOS,  PUERTAS IZQUIERDAS,  ZOCALO IZQUIERDO,  LUNETA DE PUERTA TRASERA IZQUIERDA,  LUNETA FIJA DE PUERTA TRASERA IZQUIERDA,  PARAGOLPE TRASERO,DEM?S A CORROBORAR .",CARS
10440/2021,M349641,M,349.641,10.440,2.021,SUZUKI,2.021,N4PCELERIO NEW,2.020,AUTO,GRIS,"PUERTA DELANTERA DERECHA.CRISTAL DE PUERTA DELANTERA.SOCALO DERECHO, ESPEJO DERECHO.  DEMAS DA?OS A CORROBORAR POR MECANICO.",CARS
10379/2021,M351147,M,351.147,10.379,2.021,CHEVROLET,2.021,N4PONIX,2.021,AUTO,AZUL,ENVOLVENTE DELANTERO IZQUIERDO GUARDABARRO DELANTERO IZQUIERDO SEMI?TICA DELANTERA IZQUIERDA  OTROS A CORROBORAR,CARS
11121/2021,M354834,M,354.834,11.121,2.021,NISSAN,2.021,N4PVERSA 1.6 EX,2.018,AUTO,BLANCO,PARAGOLPE TRASERO GUARDABARRO TRASERO DERECHO FAROL IZQUIERDO,CARS
10238/2021,M354261,M,354.261,10.238,2.021,CHEVROLET,2.021,NSAIL LT 1.4 FU,2.015,AUTO,GRIS,RADIADOR PARTE INFERIOR  DELANTERA  PARAGOLPE DELANTERO A CORROBORAR MECANCIOS Y OTROS DA?OS,CARS
10667/2021,M354270,M,354.270,10.667,2.021,VOLKSWAGEN,2.021,N4PUP NUEVO MOV,2.018,AUTO,GRIS,PARAGOLPE DELANTERO CARETA REJILLA DE PARAGOLPE DELANTERO LOGO DELANTERO CAMINERO DELANTERO IZQUIERDO,CARS
10209/2021,M352906,M,352.906,10.209,2.021,AUDI,2.021,N4PA3 G3 1.2 TF,2.016,AUTO,ROJO,"PARAGOLPE TRASERO LADO IZQUIERDO,  FAROL.",CARS
9540/2021,M351591,M,351.591,9.540,2.021,HYUNDAI,2.021,N4PGRAND I10 1.,2.015,AUTO,BLANCO,"FARO Y CAMINERO DELANTERO DERECHO, AMBOS GUARDABARROS DELANTEROS, ESPOL?N, FRENTE, PARAGOLPE DELANTERO, CARETA, DA?OS A CORROBORRAR EN CHASIS, MEC?NICA, CARROCER?A E INTERIORES.",CARS
9667/2021,M352155,M,352.155,9.667,2.021,VOLKSWAGEN,2.021,N4PGOL VII 1.6,2.018,AUTO,BCO,"AMBA PUERTAS DERECHAS,AMBOS GUARDBARROS DERECHOS,AMBOS PARAGOLPES,ESPEJO DERECHO,CRISTALES DERECHOS, CONF DEMAS DA?OS",CARS
9840/2021,M351572,M,351.572,9.840,2.021,PEUGEOT,2.021,N4P301 ACTIVE N,2.018,AUTO,BLANCO,ENVOLVENTE DELANTERO. CARETA.  GUARDABARROS DELANTEROS.,CARS
10418/2021,M354458,M,354.458,10.418,2.021,SUZUKI,2.021,N4PCELERIO 1.0,2.010,AUTO,GRIS,ENVOLVENTE DELANTERO. CARETA CAPOT.  RADIADOR.,CARS
10482/2021,M353946,M,353.946,10.482,2.021,HYUNDAI,2.021,N4PI 10 1.1 GL,2.013,AUTO,BLANCO,PARAGOLPE DELANTERO CARETA CAPOT AMBAS OPTICAS AMBOS GUARDABARROS DELANTEROS PERDIDA DE L?QUIDOS DEMAS A CORROBORAR,CARS
11949/2021,M353944,M,353.944,11.949,2.021,CHERY,2.021,NFULWIN2 1.5 FU,2.014,AUTO,ROJO,"PARAGOLPE Y REJILLA DELANTERO,  CAPOT, CARETA, RADIADOR , A CORROBORAR INT Y MEC",CARS
10408/2021,M353926,M,353.926,10.408,2.021,VOLKSWAGEN,2.021,NGOL VI 1.6 GP,2.015,AUTO,BLANCO,"PARAGOLPE Y PANEL TRASERO, PUERTA DE BAUL, A CORROBORAR INT OPTICOS TRASEROS Y DEMAS",CARS
10514/2021,M292776,M,292.776,10.514,2.021,NISSAN,2.021,NKICKS ADVANCE,2.021,AUTO,AZUL,"PARAGOLPE TRASERO,AMBOS FAROLES, LUNETA, TAPA BAUL, PANEL TRASERO, BAUL,",CARS
10100/2021,M354430,M,354.430,10.100,2.021,FAW,2.021,N4PV2 1.3 FULL,2.013,AUTO,GRIS,ENVOLVENTE DELANTERO.  OPTICA DERECHA. GUARDABARRO DELANTERO DERECHO,CARS
9839/2021,M351573,M,351.573,9.839,2.021,VOLKSWAGEN,2.021,N4PVENTO 2.0T G,2.020,AUTO,BLANCO,ENVOLVENTES. PUERTA BAUL. SENSORESTRASEROS A CORROBORRAR,CARS
10237/2021,M349630,M,349.630,10.237,2.021,CHEVROLET,2.021,"NJOY 1.0 FULL,",2.020,AUTO,ROJO,"CAPOT,PARAGOLPE DELANTERO, CARETA,CHAPA MATR?CULA, DEMAS DA?OS A CORROBORAR POR MECANICO.",CARS
11181/2021,M354624,M,354.624,11.181,2.021,SUZUKI,2.021,N4PSWIFT NUEVO,2.018,AUTO,GRIS,"PARAGOLPE DELANTERO,CARETA,DEMAS JNTERNO A CORROBORAR",CARS
10388/2021,M352918,M,352.918,10.388,2.021,CITROEN,2.021,N4PC3 1.5 TENDA,2.017,AUTO,ROJO,"FRENTE, PARAGOLPE, CARETA Y DEMAS A CORROBORAR.",CARS
10128/2021,M353516,M,353.516,10.128,2.021,CHEVROLET,2.021,NONIX 1.0 JOY F,2.019,AUTO,,PARAGOLPE TRASERO FAROL TRASERO IZQUIERDO PORT?N Y PANEL TRASERO LUZ AUXILIAR DE MATRICULA GUARDABARRO TRASERO IZQUIERDO A CONFIRMAR INTERNOS CIERRE DE BA?L,CARS
10685/2021,M353514,M,353.514,10.685,2.021,JAC,2.021,"N4PS2 1.5 FULL,",2.021,AUTO,BCO,GUARDABARRO DELDELANTERO IZQUIERDO,CARS
10008/2021,M351095,M,351.095,10.008,2.021,TOYOTA,2.021,N4PCOROLLA 1.6,2.012,AUTO,GRIS,"TREN DELANTERO PARAGOLPE DELANTERO,  ESPOLON, GUARDABARRO DELANTERO DERECHO,  PARANTE DELANTERO, TECHO, Y DEMAS A CORROBORAR.",CARS
10923/2021,M354006,M,354.006,10.923,2.021,SUZUKI,2.021,NALTO MARUTI 80,2.017,AUTO,GRIS,PARAGOLOE DELANTERO CAPOT CARETA RADIADOR PARAVRISAS A CORROBORAR OOTICAS MECANICOS Y OTROS,CARS
11378/2021,M354426,M,354.426,11.378,2.021,VOLKSWAGEN,2.021,N4PUP MOVE /ESP,2.017,AUTO,ROJO,"BUCHE Y GUARDABARRO DELANTERO IZQUIERDO , PARAGOLPE DELANTERO, DA?OS A CORROBORRAR EN MEC?NICA, CAJA DE RADIADORES E INTERIORES.",CARS
