STRO,DENUNCIA,TR_SERIE,TR_NRO_DENUNCIA,NRO_STRO,ANIO_STRO,TR_MARCA,TATMP_NU_ANNIO,TR_MODELO,TR_ANIO,TIPO_VEH,COLOR,TR_DANIOS,EMPRESA
20020/2020,M324261,M,324.261,20.020,2.020,VOLKSWAGEN,2.020,N4PGOL VI 1.6 G,2.014,AUTO,GRIS,"PARAGOLPE TRASERO,CONF DEMAS",CARS
22136/2020,M324969,M,324.969,22.136,2.020,FIAT,2.020,N4PSIENA 1.4 FI,2.011,AUTO,ROJO,"PARAGOLPE TRASERO,  A CORROBORAR PANEL TRASERO , ALMA DE PARAGOLPE TRASERO , PUERTA DE BA?L Y DEM?S.",CARS
20653/2020,M325175,M,325.175,20.653,2.020,PEUGEOT,2.020,N4P208 ACTIVE 1,2.014,AUTO,GRIS,ENVOLVENTE DELANTERO. CARETA. CAPOT. PLACA MATRICULA DELANTERA. BUQUE INSIGNIA.,CARS
22075/2020,M324921,M,324.921,22.075,2.020,NISSAN,2.020,NMARCH 1.6 ADVA,2.019,AUTO,BCO,"PARAGOLPE DELANTERO,,PUERTA TRASERA IZQUIERDA,  GUARDABARRO TRASERO IZQUIERDO.",CARS
20265/2020,M325941,M,325.941,20.265,2.020,FIAT,2.020,N4PPALIO 1.4 AT,2.016,AUTO,VERDE,PARAGOLPE DELANTERO GUARDABARRO DELANTERO IZQUIERDO SEMI?PTICA IZQUIERDA FRENTE CAPOT CARETA REJILLA DE PARAGOLPE DELANTERO PUERTA DELANTERA IZQUIERDA,CARS
21349/2020,M324701,M,324.701,21.349,2.020,BYD,2.020,N4PF3 NUEVO 1.5,2.018,AUTO,GRIS,PARAGOLPE TRASERO Y GUARDABARROS TRASERO IZQUIERDO,CARS
19488/2020,M324873,M,324.873,19.488,2.020,SUZUKI,2.020,N4PALTO K10 1.0,2.019,AUTO,GRIS,"?PTICOS,  CAMINERO IZQUIERDO , CAPOT, PARAGOLPE DELANTERO, ALMA DE PARAGOLPE DELANTERO,  GUARDABARROS DELANTEROS,  A CORROBORAR RADIADORES PUERTAS DELANTERAS Y DEM?S.",CARS
19707/2020,M324582,M,324.582,19.707,2.020,FIAT,2.020,NUNO EVO WAY 1.,2.016,AUTO,AZUL,AMBAS SEMIOPTICAS CARETA PARAGOLPE DELANTERO FRENTE CAPOT AMBOS GUARDABARROS DELANTEROS RADIADORES ELECTRO VENTILADOR CAMINERO DELANTERO IZQUIERDO PARABRISAS  AIR BAGS DELANTEROS A CORROBORAR MEC Y ACCESORIOS DE MOTOR,CARS
19398/2020,M324579,M,324.579,19.398,2.020,PEUGEOT,2.020,N4P207 ACTIVE 1,2.012,AUTO,BLANCO,FRENTE CAPOT AMBOS GUARDABARROS DELANTEROS AMBAS SEMIOPTICAS CARETA PARAGOLPE DELANTERO REJILLA DE PARAGOLPE DELANTERO MOLDURA DE PARAGOLPE DELANTERO RADIADORES ELECTRO VENTILADOR AMBAS PUERTAS DELANTERAS,CARS
22631/2020,M324734,M,324.734,22.631,2.020,GEELY,2.020,N4PLC 1.0 GB FU,2.014,AUTO,GRIS,GUARDABARRO TRASERO IZQUIERDO ENVOLVENTE TRASERO IZQUIERDO,CARS
21227/2020,M325119,M,325.119,21.227,2.020,VOLKSWAGEN,2.020,N4PUP NUEVO MOV,2.019,AUTO,BLANCO,"PUERTA TRASERA IZQUIERDA, GUARDABARRO TRASERO IZQUIERDO, ZOCALO IZQUIERDO, MONTANTE TRASERO IZQUIERDO.",CARS
19483/2020,M325080,M,325.080,19.483,2.020,SUZUKI,2.020,N4PCELERIO 1.0,2.015,AUTO,GRIS,PUERTAS DERECHAS. GUARDABARRO Y LATERAL TRASERO DERECHO. ENVOLVENTE TRASERO. ZOCALO DERECHO.,CARS
19312/2020,M324569,M,324.569,19.312,2.020,NISSAN,2.020,N4PTIIDA 1.6,2.012,AUTO,BCO,GUARDABARRO DELANTERO DERECHO  PARAGOLPE DELANTERO  A CORROBORAR SEMI?TICA DERECHA,CARS
21386/2020,M322741,M,322.741,21.386,2.020,TATA,2.020,NINDIGO 1.4 FUL,2.016,AUTO,BCO,PISO ZOCALO PUERTAS Y GUARDABARROS AMBOS PARAGOLPES CRISTALES CAPOT TAPA BAUL OPTICOS DELANTEROS FAROLES TRASEROS OTROS A CONF.POR VUELCO,CARS
19473/2020,M319596,M,319.596,19.473,2.020,CHEVROLET,2.020,N4PONIX 1.0 JOY,2.017,AUTO,NEGRO,"PARAGOLPE DELANTERO, FAROL DELANTERO IZQUIERDO, GUARDABARRO DELANTERO IZQUIERDO, CAPOT,DEMAS A CORROBORAR.",CARS
19425/2020,M325413,M,325.413,19.425,2.020,GEELY,2.020,N4PLC 1.0 (GC2),2.016,AUTO,AMARILLO,"PARAGOLPE TRASERO.PUERTAS DERECHAS.GUARDABARRO TRASERO DERECHO,LATERAL TRASERO DERECHO.DEMAS A CORROBORAR.",CARS
19144/2020,M324830,M,324.830,19.144,2.020,SUZUKI,2.020,N4PCELERIO NEW,2.019,AUTO,ROJO,"PARAGOLPE TRASERO,DEM?S A CORROBORAR.",CARS
19465/2020,M324829,M,324.829,19.465,2.020,CHEVROLET,2.020,N4PCLASSIC CORS,2.014,AUTO,GRIS,"PARANTE DELANTERO DERECHO,CAMINERO DERECHO, ?PTICO DERECHO, PARAGOLPE DELANTERO , CAPOT, PARABRISAS,  RUEDA DELANTERA DERECHA, AMORTIGUADOR DELANTERO DERECHO, PUERTA DELANTERA DERECHA, GUARDABARRO DELANTERO DERECHO, PERDIDA DE FLUIDOS, MEC?NICA Y DEM?S A CORROBORAR.",CARS
22073/2020,M322784,M,322.784,22.073,2.020,CHEVROLET,2.020,NONIX 1.4 LTZ F,2.014,AUTO,AZUL,"SIN DA?OS VISIBLES. A CORROBORAR  PARAGOLPE TRASERO,  PUERTA DE BA?L, PANEL TRASERO",CARS
19487/2020,M324599,M,324.599,19.487,2.020,FAW,2.020,N4POLEY 1.5 FUL,2.014,AUTO,BCO,PARAGOLPE DELANTERO FRENTE CAPOT ALMA CARETA BUCHE DELANTERO REJILLA DE PARAGOLPE,CARS
19006/2020,M322996,M,322.996,19.006,2.020,CHEVROLET,2.020,N4PONIX,2.019,AUTO,BCO,ENVOLVENTE TRASERO,CARS
18600/2020,M323848,M,323.848,18.600,2.020,CHEVROLET,2.020,N4PONIX 1.0 JOY,2.019,AUTO,BCO,"PARAGOLPE TRASERO Y DELANTERO.AMBAS PUERTAS DERECHAS.AMBOS GUARDABARROS  DERECHOS,ESPEJO DERECHO.ESPOLON,DEMAS A CORROBORAR.",CARS
18551/2020,M319533,M,319.533,18.551,2.020,CHEVROLET,2.020,N4PONIX 1.0 JOY,2.019,AUTO,GRIS,GUARDABARRO TRASERO IZQUIERDO ZOCALO IZQUIERDO PUERTA TRASERA IZQUIERDA TAZA TRASERA IZQUIERDA... A CONF RUEDA TRASERA IZQUIERDA Y MECANICA DE LA MISMA...,CARS
19564/2020,M323832,M,323.832,19.564,2.020,FAW,2.020,N4PN5 1.0 4 PTA,2.012,AUTO,GRIS,"PARAGOLPE DELANTERO,GUARDABARRO DELANTERO IZQUIERDO.",CARS
19757/2020,M324502,M,324.502,19.757,2.020,CHEVROLET,2.020,N4PONIX 1.0 LT,2.017,AUTO,NEGRO,PUERTA TRASERA IZQUIERDA GUARDABARRO TRASERO IZQUIERDO PARAGOLPE TRASERO GASA TRASERA IZQUIERDA,CARS
20589/2020,M324495,M,324.495,20.589,2.020,CHEVROLET,2.020,N4PCORSA 1.4,2.011,AUTO,GRIS,PARAGOLPE DELANTERO FRENTE ALMA,CARS
18538/2020,M323067,M,323.067,18.538,2.020,CHEVROLET,2.020,N4PSPARK 1.0 LS,2.012,AUTO,ROJO,"PARAGOLPE TRASERO, A CORROBORAR GUARDABARRO TRASERO IZQUIERDO,  LATERAL BAJO FAROL TRASERO IZQUIERDO.",CARS
18352/2020,M323037,M,323.037,18.352,2.020,FIAT,2.020,N4PSIENA ELX CO,2.010,AUTO,GRIS,"PUERTAS DERECHAS,  GUARDABARRO DELANTERO DERECHO,  PARAGOLPE DELANTERO,  DEM?S A CORROBORAR.",CARS
18318/2020,M322650,M,322.650,18.318,2.020,SUZUKI,2.020,N4PALTO MARUTI,2.016,AUTO,GRIS,"PARAGOLPE DELANTERO, CAPOT, ?PTICO IZQUIERDO, CARETA, AIRBAGS, GUARDABARRO DELANTERO IZQUIERDO, RADIADOR, DEMAS A CORROBORAR",CARS
19153/2020,M324602,M,324.602,19.153,2.020,BYD,2.020,N4PF3 NEW 1.5 G,2.014,AUTO,GRIS,"ENVOLVENTE DELANTERO DERECHO, GUARDABARRO DELANTERO DERECHO OTROS A CORROBORAR",CARS
18604/2020,M323063,M,323.063,18.604,2.020,FIAT,2.020,N4PPALIO ELX (1,2.010,AUTO,VERDE,"PARAGOLPE DELANTERO,  CARETA, DEM?S A CORROBORAR.",CARS
18563/2020,M322627,M,322.627,18.563,2.020,HYUNDAI,2.020,N4PI 10 1.1 GLS,2.012,AUTO,DORADO,"PARAGOLPE DELANTERO, CARETA, CAPOT, INSIGNIA, DEMAS A CORROBORAR",CARS
18655/2020,M323803,M,323.803,18.655,2.020,HYUNDAI,2.020,N4PSONATA 2.4 G,2.012,AUTO,GRIS,GUARDABARRO DELANTERO DERECHO OPTICA DERECHA PARAGOLPE DELANTERO,CARS
17805/2020,M303357,M,303.357,17.805,2.020,SUZUKI,2.020,N4PDZIRE GL,2.018,AUTO,GRIS,"PARAGOLPE DELANTERO, GUARDABARRO DELANTERO IZQUIERDO, OPTICA DELANTERA IZQUIERDA , CAPOT, CARETA, DEMAS DA?OS A CORROBORAR POR MECANICO.",CARS
18591/2020,M322656,M,322.656,18.591,2.020,CHEVROLET,2.020,N4PPRISMA NUEVO,2.019,AUTO,GRIS,"LATERAL TRASERO IZQUIERDO, PARAGOLPE TRASERO",CARS
18560/2020,M318268,M,318.268,18.560,2.020,VOLKSWAGEN,2.020,N4PGOL V 1.6 PO,2.011,AUTO,GRIS,"PARAGOLPE TRASERO,CONF DEMAS",CARS
17468/2020,M323664,M,323.664,17.468,2.020,SUZUKI,2.020,N4PSWIFT 1.2 GL,2.015,AUTO,GRIS,"ENVOLVENTE DELANTERO DERECHO,  GUARDABARRO DELANTERO DERECHO,  PL?STICOS LATERALES OTROS A CORROBORAR",CARS
16999/2020,M323238,M,323.238,16.999,2.020,SUZUKI,2.020,N4PCELERIO 1.0,2.014,AUTO,BCO,PARAGOLPE DELANTERO FRENTE CARETA AMBAS SEMIOPTICAS AMBOS GUARDABARROS DELANTEROS AMBAS PUERTAS DERECHAS ESPEJO DERECHO MOLDURA DE PARAGOLPE DELANTERO GUARDABARRO TRASERO DERECHO DEPOSITO DE LIQUIDOS CAMINEROS BUCHES DELANTEROS RADIADORES PARABRISAS  A CORROBORAR TREN DELANTERO  PARTE INFERIOR,CARS
18080/2020,M323748,M,323.748,18.080,2.020,FIAT,2.020,N4PSIENA 1.4 FI,2.014,AUTO,BCO,"ENVOLVENTE TRASERO IZQUIERDO OPTICA TRASERA IZQUIERDA,  OJO DE GATO OTROS A CORROBORAR",CARS
17903/2020,M323725,M,323.725,17.903,2.020,FORD,2.020,NFIESTA KINETIC,2.015,AUTO,BLANCO,PARAGOLPE DELANTERO,CARS
18045/2020,M323721,M,323.721,18.045,2.020,CITROEN,2.020,N4PC ELYSEE 1.6,2.014,AUTO,BCO,PARAGOLPE TRASERO,CARS
17533/2020,M319486,M,319.486,17.533,2.020,KIA,2.020,N4PRIO NEW 1.4,2.016,AUTO,GRIS,"ENVOLVENTE TRASERO.FAROLES TRASEROS,TAPA BAUL.LATERALES.PUERTAS TRASERAS.GUARDABARROS TRASEROS.DEMAS A CORROBORAR",CARS
19414/2020,M323367,M,323.367,19.414,2.020,RENAULT,2.020,N4PKWID 1.0 LIF,2.019,AUTO,BLANCO,"PARAGOLPE DELANTERO,CAPOT,PARABRISAS,TECHO,CARETA,FARO DELANTERO IZQUIERDO, MOLDURA DE CAMINERO IZQUIERDO,GUARDABARRO DELANTERO IZQUIERDO,FENDER DELANTERO IZQUIERDO, DA?OS A CORROBORAR EN FRENTE E INTERIORES.",CARS
18873/2020,M322417,M,322.417,18.873,2.020,VOLKSWAGEN,2.020,NUP MOVE /ESPEC,2.017,AUTO,GRIS,"PARAG DELANTERO,  CAPOT,FRENTE,OPTICO Y GUARDABARRO DELANTERO IZQUIERDO,  A CONFIRMAR INTERNOS Y MECANICA",CARS
18199/2020,M318236,M,318.236,18.199,2.020,CHEVROLET,2.020,N4PONIX 1.0 LT,2.017,AUTO,BORDO,"ABOLLADO: AMBAS PUERTAS DERECHAS.GUARDABARRO TRASERO DERECHO,CONF DEMAS",CARS
17451/2020,M322261,M,322.261,17.451,2.020,SUZUKI,2.020,N4PCELERIO 1.0,2.014,AUTO,NEGRO,"ROTO: ENVOLVENTE TRASERO, GUARDABARRO IZQUIERDO.",CARS
17520/2020,M323612,M,323.612,17.520,2.020,CHERY,2.020,N4PQQ 1.1 311 S,2.011,AUTO,VERDE,PARAGOLPE TRASERO Y DEMAS A CORROBORAR,CARS
18664/2020,M323201,M,323.201,18.664,2.020,MERCEDES BENZ,2.020,N4PCLA 45 AMG 4,2.014,AUTO,GRIS,"LATERAL IZQUIERDO, AMBAS PUERTAS  IZQUIERDAS MANIJAS DE PUERTAS IZQUIERDAS PARAGOLPE TRASERO  GUARDABARRO TRASERO IZQUIERDO A CORROBORAR Z?CALO IZQUIERDO MONTANTES IZQUIERDOS",CARS
17534/2020,M322061,M,322.061,17.534,2.020,LIFAN,2.020,N4P620 1.5   1.,2.018,AUTO,GRIS,PARAGOLPE TRASERO,CARS
16866/2020,M322830,M,322.830,16.866,2.020,PEUGEOT,2.020,N4P208 ACCESS 1,2.013,AUTO,BLANCO,"PARAGOLPE DELANTERO, AMBOS OPTICOS Y SE?ALEROS DELANTEROS,  CARETA, ESPOLON, AMBOS AIRBAG DELANTEROS, PARABRISAS, AMBOS GUARDABARROS DELANTEROS, AMBAS PUERTAS DELANTERAS. ACORR: FRENTE, MECANICOS, EL?CTRICOS, PISOS, CHASIS, AMBAS PUERTAS TRASERAS MONTANTES, TECHO, TABLERO, INTERIORES CIERRES Y DEMAS",CARS
17490/2020,M322072,M,322.072,17.490,2.020,SUZUKI,2.020,N4PSWIFT 1.2 GA,2.015,AUTO,NEGRO,PARAGOLPE TRASERO TAPA DE BAUL,CARS
17059/2020,M321743,M,321.743,17.059,2.020,FIAT,2.020,N4PUNO WAY,2.017,AUTO,AZUL,"CRISTAL DE PUERTA TRASERA DERECHA, PUERTA TRASERA DERECHA, LATERAL TRASERO DERECHO, PARAGOLPE TRASERO, ZOCALO DERECHO, DEMAS A CORROBORAR",CARS
17821/2020,M323174,M,323.174,17.821,2.020,HYUNDAI,2.020,N4PI 10 1.1 GL,2.012,AUTO,GRIS,PUERTA DELANTERA DERECHA.,CARS
17227/2020,M323161,M,323.161,17.227,2.020,SUZUKI,2.020,N4PALTO MARUTI,2.014,AUTO,BLANCO,"PUERTA TRASERA DERECHA, ZOCALO DERECHO,  MOLDURA DE PUERTA  TRASERA DERECHA , GUARDABARRO TRASERO DERECHO.",CARS
17472/2020,M321523,M,321.523,17.472,2.020,SUZUKI,2.020,N4PCELERIO 1.0,2.018,AUTO,BCO,GUARDABARRO DELANTERO DERECHO PARAGOLPE DELANTERO DEMAS A CORROBORAR,CARS
17510/2020,M321703,M,321.703,17.510,2.020,CHEVROLET,2.020,N4PCORSA LT   C,2.010,AUTO,BEIGE,"AMBAS PUERTAS DERECHAS, CRISTAL DE PUERTA TRASERA DERECHA, LATERAL TRASERO DERECHO, ZOCALO DERECHO, RUEDA DELANTERA IZQUIERDA, LUNETA, PARABRISAS, GUARDABARRO DELANTERO IZQUIERDO, ?PTICO IZQUIERDO, CARETA, PARAGOLPE DELANTERO, CAPOT, DEMAS A CORROBORAR",CARS
16900/2020,M323111,M,323.111,16.900,2.020,RENAULT,2.020,N4PKWID 1.0 ZEN,2.018,AUTO,GRIS,"PARAGOLPE DELANTERO,  OPTICO IZQUIERDO,  PUERTAS IZQUIERDAS, CAPOT, RADIADORES,  MEC?NICA Y DEM?S A CORROBORAR.",CARS
16711/2020,M320178,M,320.178,16.711,2.020,GEELY,2.020,NLC 1.0 (GC2) G,2.016,AUTO,,PARAGOLPE TRASERO. INTERNOS A CORROBORAR,CARS
16012/2020,M303301,M,303.301,16.012,2.020,CHEVROLET,2.020,N4PSPARK 1.0 LT,2.011,AUTO,GRIS,"PARAGOLPE DELANTERO, CAPOT, OPTICOS DELANTEROS, RADIADOR, GUARDABARROS DELANTEROS, DEMAS DA?OS A CORROBORAR.",CARS
16329/2020,M319460,M,319.460,16.329,2.020,SUZUKI,2.020,N4PALTO MARUTI,2.019,AUTO,GRIS,AMBAS PUERTAS IZQUIERDAS AMBOS GUARDABARROS IZQUIERDOS,CARS
16669/2020,M322031,M,322.031,16.669,2.020,SUZUKI,2.020,N4PALTO MARUTI,2.016,AUTO,BCO,"PARAGOLPE DELANTERO,RADIADOR,DEMAS A CORROBORAR.",CARS
17320/2020,M321932,M,321.932,17.320,2.020,FIAT,2.020,N4PUNO EVO NUEV,2.019,AUTO,GRIS,P.GOLPE DELANTERO  FRENTE CARETA CONF. RADIADORES,CARS
18890/2020,M322528,M,322.528,18.890,2.020,GEELY,2.020,N2PCK2 1.3 GB 4,2.011,AUTO,GRIS,"PARAG Y PANEL TRASERO , INTERNOS A CORROBORAR",CARS
17828/2020,M321705,M,321.705,17.828,2.020,VOLKSWAGEN,2.020,N4PUP MOVE /ESP,2.018,AUTO,GRIS,"PARAGOLPE TRASERO, DEMAS A CORROBORAR",CARS
15715/2020,M320864,M,320.864,15.715,2.020,NISSAN,2.020,N4PNOTE SENSE 1,2.018,AUTO,ROJO,"ESPEJO IZQ,AMBOS PARAGOLPES, PUERTA TRASERA IZQ,GUARDABARRO TRASERO IZQ,CONF DEMAS",CARS
15655/2020,M321345,M,321.345,15.655,2.020,CHEVROLET,2.020,N2PPRISMA NUEVO,2.018,AUTO,GRIS,"AMBAS PUERTAS IZQUIERDAS.PARAGOLPE TRASERO.GUARDABARRO TRASERO IZQUIERDO,FAROL TRASERO IZQUIERDO,DEMAS A CORROBORAR",CARS
17298/2020,M275495,M,275.495,17.298,2.020,GWM,2.020,N4PVOLEEX C30,2.012,AUTO,CELESTE,"AMBAS PUERTAS IZQUIERDAS,CRISTAL DE PUERTA DELANTERA IZQUIERDA,GUARDA BARRO DELANTERO IZQUIERDO,ZOCALO IZQUIERDO,DEMAS DA?OS A CORROBORAR POR MECANICO.",CARS
15739/2020,M275492,M,275.492,15.739,2.020,RENAULT,2.020,N4PKWID 1.0 INT,2.018,AUTO,ROJO,"RUEDA TRASERA IZQUIERDA, LATERAL TRASERO IZQUIERDO, PUERTA TRASERA IZQUIERDA, DEMAS DA?OS A CORROBORAR",CARS
15683/2020,M321652,M,321.652,15.683,2.020,RENAULT,2.020,N4PKWID 1.0 ZEN,2.018,AUTO,BCO,"PARAGOLPE DELANTERO,CARETA, ?PTICO 2,GUARDABARRO DELANTERO IZQUIERDO, FRENTE, CAPOT, DEMAS A CORROBORAR.",CARS
16300/2020,M321648,M,321.648,16.300,2.020,RENAULT,2.020,N4PKWID,2.020,AUTO,ROJO,"ESPEJO IZQUIERDO, GUARDABARRO DELANTERO IZQUIERDO, DEMAS A CORROBORAR",CARS
15658/2020,M321646,M,321.646,15.658,2.020,CITROEN,2.020,N4PC3 1.5 TENDA,2.014,AUTO,ROJO,"AMBOS ?PTICOS, PARAGOLPE DELANTERO, CARETA, CAPOT, PUERTA DELANTERA IZQUIERDA, GUARDABARROS DELANTEROS, DEMAS A CORROBORAR",CARS
16267/2020,M320689,M,320.689,16.267,2.020,CHEVROLET,2.020,N4PONIX NUEVO 1,2.018,AUTO,BLANCO,"AMBOS PARAGOLPES,TRASERO Y DELANTERO, FARO TRASERO DERECHO, PARABRISAS, TECHO, AMBAS RUEDAS TRASERAS, DA?OS A CORROBORAR EN LATERAL IZQUIERDO POR POSICI?N FINAL, MEC?NICA , CHASIS, CARROCER?A E INTERIORES.",CARS
16997/2020,M320728,M,320.728,16.997,2.020,FIAT,2.020,N4PGRAND SIENA,2.018,AUTO,BCO,AMBAS PUERTAS DERECHAS AMBOS GUARDABARROS DERECHOS ZOCALO DERECHO TREN TRASERO PARAGOLPE DELANTERO  LLANTA Y CUBIERTA DELANTERA DERECHA BUCHE DELANTERO DERECHO,CARS
15697/2020,M321803,M,321.803,15.697,2.020,SUZUKI,2.020,NCELERIO 1.0 GL,2.014,AUTO,NEGRO,PLASTICO DE TORPEDO PARAGOLPES DELANTERO AMBAS PUERTAS DERECHAS ESPEJO DERECHO MANIJA PUERTA DELANTERA DERECHA GUARDABARROS DELANTERO DERECHO OPTICO DELANTERO DERECHO ZOCALO DERECHO CUBIERTA TRASERA DERECHA SE?ALERO LATERAL DERECHO CAPOT,CARS
15251/2020,M318981,M,318.981,15.251,2.020,CHEVROLET,2.020,N4PSPARK 1.0 LT,2.014,AUTO,CELESTE,PUERTA DELANTERA IZQUIERDA GUARDABARRO DELANTERO IZQUIERDO PARAGOLPE DELANTERO OPTICA DELANTERA IZQUIERDA CRISTAL PUERTA DELANTERA IZQUIERDA TECHO DEMAS A CORROBORAR,CARS
16989/2020,M321349,M,321.349,16.989,2.020,RENAULT,2.020,N4PKWID 1.0 ZEN,2.017,AUTO,BCO,GUARDABARRO DELANTERO IZQUIERDO PARAGOLPE DELANTERO OPTICA IZQUIERDA CAPOT CARETA PUERTA DELANTERA IZQUIERDA DEMAS A CORROBORAR,CARS
15926/2020,M319954,M,319.954,15.926,2.020,CHEVROLET,2.020,N4PCORSA 1.4  L,2.013,AUTO,GRIS,"GUARDABARRO DELANTERO IZQUIERDO,  PARAGOLPE.",CARS
15116/2020,M320579,M,320.579,15.116,2.020,FIAT,2.020,N2PUNO WAY FIRE,2.010,AUTO,GRIS,"PARAGOLPE DELANTERO, MONTANTE DE CAPOT,  OPTICO IZQUIERDO,  CARETA, A CORROBORAR PARAGOLPE TRASERO PUERTA DE BA?L ,CAPOT  Y DEM?S.",CARS
15310/2020,M275464,M,275.464,15.310,2.020,FIAT,2.020,N4PUNO EVO ATTR,2.016,AUTO,BLANCO,"PARAGOLPE TRASERO, LATERAL TRASERO DERECHO, DEMAS DA?OS A CORROBORAR",CARS
15036/2020,M316088,M,316.088,15.036,2.020,VOLKSWAGEN,2.020,N4PGOL NF  POWE,2.010,AUTO,GRIS,"ZOCALO DERECHO,AMBAS PUERTAS DERECHAS,RUEDA TRASERA IZQ,CPNF DEMAS",CARS
15003/2020,M321256,M,321.256,15.003,2.020,CHEVROLET,2.020,N4PONIX NUEVO 1,2.018,AUTO,BORDO,PUERTA DERECHA DELANTERA.ZOCALO DERECHO.,CARS
15052/2020,M320109,M,320.109,15.052,2.020,CITROEN,2.020,NC ELYSEE 1.2 S,2.016,AUTO,,"GUARDABARRO RUEDA SE?ALERO PUERTA DELANTERO DERECHO , TREN DELANTERO,  PARAGOLPE DELANTERO,  A CONFIRMAR INTERNOS Y MECANICA",CARS
16505/2020,M321247,M,321.247,16.505,2.020,VOLKSWAGEN,2.020,N4PGOL VII 1.6,2.017,AUTO,GRIS,PARAGOLPE TRASERO,CARS
15444/2020,M321222,M,321.222,15.444,2.020,SUZUKI,2.020,N4PCELERIO 1.0,2.015,AUTO,ROJO,AMBAS PUERTAS DERECHAS GUARDABARRO DELANTERO DERECHO,CARS
15376/2020,M319928,M,319.928,15.376,2.020,GREAT WAL,2.020,N4PFLORIDE,2.012,AUTO,CELESTE,"PARAGOLPE TRASERO PARAGOLPE DELANTERO , PORTON LATERALES TRASEROS, ASIENTO CONDUCTOR Y DEMAS A CONFIRMAR.",CARS
15327/2020,M320846,M,320.846,15.327,2.020,RENAULT,2.020,N4PCLIO IV 1.2,2.015,AUTO,NEGRO,"PARAGOLPE TRASERO,GUARDABARRO TRASERO IZQ,COMF DEMAS",CARS
14068/2020,M317581,M,317.581,14.068,2.020,FIAT,2.020,N4PUNO EVO WAY,2.016,AUTO,BCO,"GUARDABARRO DELANTERO DERECHO, PARAGOLPE DELANTERO, CAPUCHON DE RETROVISOR DERECHO, LUNETA DE PUERTA DELANTERA DERECHA, PUERTA TRASERA DERECHA,  A CORROBORAR CAPOT , BAGUETA DE GUARDABARRO DELANTERO DERECHO Y DEM?S",CARS
13658/2020,M319665,M,319.665,13.658,2.020,SUZUKI,2.020,N4PBALENO 1.4 G,2.018,AUTO,BCO,"PARAGOLPE DELANTERO,ESPOLON,CARETA,FAROLES DELANTEROS,GUARDABARRO DELANTERO IZQUIERDO.DEMAS A CORROBORAR",CARS
14244/2020,M320031,M,320.031,14.244,2.020,SUZUKI,2.020,N4PCELERIO 1.0,2.012,AUTO,GRIS,"AMBOS PARAGOLPES,  AMBOS GUARDABARROS Y PUERTAS IZQUIERDAS,  ZOCALO IZQ,  LLANTA TRASERA IZQUIERDA,  A CONFIRMAR INTERNOS Y MECANICA",CARS
14597/2020,M319372,M,319.372,14.597,2.020,CHEVROLET,2.020,N4PAVEO G3 LT 1,2.014,AUTO,BLANCO,"AMBAS PUERTAS IZQUIERDAS, AMBOS PARAGOLPES, GUARDABARRO DELANTERO IZQUIERDO, ESPEJO RETROVISOR IZQUIERDO, LATERAL TRASERO IZQUIERDO, DEMAS A CORROBORAR",CARS
14233/2020,M317592,M,317.592,14.233,2.020,CHEVROLET,2.020,N4PPRISMA 1.0 J,2.017,AUTO,GRIS,"TASA DELANTERA IZQUIERDA,  GUARDABARRO DELANTERO IZQUIERDO,  CARETA, FRENTE, PARAGOLPE DELANTERO, CAPOT, BUCHE DELANTERO IZQUIERDO, OPTICO IZQUIERDO, DEM?S A CORROBORAR",CARS
14388/2020,M275445,M,275.445,14.388,2.020,VOLKSWAGEN,2.020,N4PBORA A4 2.0,2.010,AUTO,NEGRO,"TAPA DE VALIJA, PARAGOLPE TRASERO, LUZ TRASERA DERECHA, DEMAS DA?OS A CORRO",CARS
13618/2020,M318454,M,318.454,13.618,2.020,VOLKSWAGEN,2.020,N4PUP MOVE /ESP,2.018,AUTO,GRIS,P.GOLPE DELANTERO FRENTE CAMINERO IZQUIERDO CONF. RADIADOR GUARDABARRO DELANTERO IZQUIERDO,CARS
15432/2020,M316053,M,316.053,15.432,2.020,Chery,2.020,QQ0200,2.017,AUTO,GRIS,"PARAGOLPE DELANTERO,GUARDABARRO DELANTERO IZQ,CPNF DEMAS",CARS
14109/2020,M317548,M,317.548,14.109,2.020,FIAT,2.020,N4PPALIO 1.4 AT,2.012,AUTO,GRIS,"GUARDABARRO TRASERO IZQUIERDO,LATERAL TRASERO IZQUIERDO,CUBIERTA TRASERA IZQUIERDA,  FAROL TRASERO IZQUIERDO,  PARAGOLPE TRASERO, PUERTA TRASERA IZQUIERDA.",CARS
13341/2020,M318081,M,318.081,13.341,2.020,CHERY,2.020,N4PQQ 3,2.011,AUTO,NEGRO,PARAGOLPE TRASERO PANEL TRASERO TAPA DE BAUL FAROL TRASERO IZQUIERDO A CORROBORAR NEBLINERO TRASERO IZQUIERDO,CARS
13092/2020,M317741,M,317.741,13.092,2.020,RENAULT,2.020,N4PKWID 1.0 LIF,2.018,AUTO,GRIS,"CAPOT,  PARAGOLPE, CARETA, GUARDABARRO DERECHO, OPTICA Y OTROS A CONFIRMAR.",CARS
13705/2020,M317946,M,317.946,13.705,2.020,SUZUKI,2.020,N4PALTO,2.019,AUTO,AZUL,PARAGOLPE TRASERO. LATERAL TRASERO DERECHO,CARS
